Ngày đặt hàng,Mã đơn hàng,Barcode,Tên sản phẩm,Tên phân loại hàng,Số lượng,Giá bán thực,Người Mua,Phương thức thanh toán,Tỉnh/Thành phố,Hủy bởi,Hủy với lý do,Trạng thái Trả hàng/Hoàn tiền,Thời gian hoàn thành đơn hàng
01/01/2022,220101M883SXCV,4550234820449,MIZUNO MORELIA TF - Q1GB210125 - TRẮNG/XANH BIỂN,41,1,3200000,vuleminhhieuuu,Thẻ Tín dụng/Ghi nợ,Gia Lai,Hủy bởi người mua,Lý do khác,,
01/01/2022,220101MAECHXUX,4550234820449,MIZUNO MORELIA TF - Q1GB210125 - TRẮNG/XANH BIỂN,41,1,3200000,vuleminhhieuuu,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Gia Lai,,,,08/01/2022
01/01/2022,220101NUEFA43J,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,90000,nguyenvanhai7225,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,04/01/2022
02/01/2022,220102Q7AG15EE,VOTHF-4,VỚ ĐÁ BÓNG THF,Đen viền trắng,3,26666.67,cuongnguyen250896,Ví ShopeePay,Cần Thơ,,,,05/01/2022
02/01/2022,220102Q7AG15EE,VOTHF-4,VỚ ĐÁ BÓNG THF,Đen viền trắng,3,26666.67,cuongnguyen250896,Ví ShopeePay,Cần Thơ,,,,05/01/2022
02/01/2022,220102Q8RCDTQ3,4573103655171,VỚ NGẮN ACTIVITAL FOOT SUPPORTER JAPAN – GSM03-WH – TRẮNG,L-LL (26.0cm-29.0cm),1,380000,khiemnguyen6886,Thanh toán khi nhận hàng,Hà Nội,,,,06/01/2022
02/01/2022,220102QAPYY67K,4573103657854,VỚ DÀI ACTIVITAL FOOT SUPPORTER DOUBLE XX - GSM05-WH - TRẮNG (BẢN CẢI TIẾN),M [25cm-27cm],1,420000,nguyenminhanh75,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,,,,07/01/2022
03/01/2022,220103SQ4A1Y10,4589627520109,DESPORTE SAO LUIS KT PRO I - DS1845 - TRẮNG CAMO,42 2/3,1,2450000,mickey_1910,Thanh toán khi nhận hàng,Hà Nội,,,,07/01/2022
03/01/2022,220103T1FFB48S,4062063340383,ADIDAS TOPSALA – FX6761 – HỒNG NEON/TRẮNG,40 2/3,1,1750000,Tn58,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
03/01/2022,220103T1T9Q8RV,4062063340383,ADIDAS TOPSALA – FX6761 – HỒNG NEON/TRẮNG,40 2/3,1,1750000,Tn58,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,03/01/2022
04/01/2022,220104VTGV4URA,1032530434,BÓNG ĐÁ ĐỘNG LỰC FUTSAL TIÊU CHUẨN FIFA PRO FS2.127 GALAXY,4,1,790000,nguynn2610,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
05/01/2022,2201052CCFEETT,VOTHF-3,VỚ ĐÁ BÓNG THF,Trắng viền đen,1,30000,spk111111,Thanh toán khi nhận hàng,Khánh Hòa,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
05/01/2022,2201052CEJ1934,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,1,30000,spk111111,Thanh toán khi nhận hàng,Khánh Hòa,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
05/01/2022,2201052CUW8BWS,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,2,30000,spk111111,Thanh toán khi nhận hàng,Khánh Hòa,,,,13/01/2022
06/01/2022,2201064579B037,4573103657830,VỚ DÀI ACTIVITAL FOOT SUPPORTER DOUBLE XX - GSM05-BK - ĐEN (BẢN CẢI TIẾN),L [27CM-29cm],1,420000,banhbosc,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
06/01/2022,2201064579B037,4573103655171,VỚ NGẮN ACTIVITAL FOOT SUPPORTER JAPAN – GSM03-WH – TRẮNG,L-LL (26.0cm-29.0cm),1,380000,banhbosc,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
06/01/2022,22010646UXNDD1,4573103657830,VỚ DÀI ACTIVITAL FOOT SUPPORTER DOUBLE XX - GSM05-BK - ĐEN (BẢN CẢI TIẾN),L [27CM-29cm],1,420000,banhbosc,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,08/01/2022
06/01/2022,22010646UXNDD1,4573103655171,VỚ NGẮN ACTIVITAL FOOT SUPPORTER JAPAN – GSM03-WH – TRẮNG,L-LL (26.0cm-29.0cm),1,380000,banhbosc,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,08/01/2022
06/01/2022,22010654V0W386,8424309104887,JOMA CANCHA 2003 - XANH HOÀNG GIA,42,1,1550000,Gy23,Thanh toán khi nhận hàng,Vĩnh Long,,,,09/01/2022
06/01/2022,22010654V0W386,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,Gy23,Thanh toán khi nhận hàng,Vĩnh Long,,,,09/01/2022
06/01/2022,22010654V0W386,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,Gy23,Thanh toán khi nhận hàng,Vĩnh Long,,,,09/01/2022
07/01/2022,220107681HKSQY,8424309118440,JOMA SUPER REGATE 2002 – TRẮNG / XANH LÁ,44,1,1550000,tpnam221,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,09/01/2022
07/01/2022,2201076DAE7DUE,195237070558,NIKE MERCURIAL VAPOR 14 ACADEMY TF - CV0978-760 - VÀNG NEON,40.5,1,1890000,dothai1991,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,09/01/2022
07/01/2022,2201076DAE7DUE,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,dothai1991,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,09/01/2022
07/01/2022,2201076DAE7DUE,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,dothai1991,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,09/01/2022
07/01/2022,2201076RNB4496,8717154536676,GEL LÀM LẠNH 25ML STARBALM – XANH,25ml,1,50000,minhluan1005,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,11/01/2022
07/01/2022,2201076RNB4496,VOTHF-3,VỚ ĐÁ BÓNG THF,Trắng viền đen,1,30000,minhluan1005,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,11/01/2022
07/01/2022,2201076SU42U5N,195243606888,NIKE MERCURIAL VAPOR 14 ACADEMY TF - CV0978-474 - XANH DƯƠNG ĐẬM,40,1,1890000,tranvannghiem1403,Thanh toán khi nhận hàng,Đồng Tháp,Hủy bởi người mua,Lý do khác,,
07/01/2022,2201076SU42U5N,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,tranvannghiem1403,Thanh toán khi nhận hàng,Đồng Tháp,Hủy bởi người mua,Lý do khác,,
07/01/2022,2201076SU42U5N,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,tranvannghiem1403,Thanh toán khi nhận hàng,Đồng Tháp,Hủy bởi người mua,Lý do khác,,
07/01/2022,2201076YY3H8GQ,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,90000,Lg05,Thanh toán khi nhận hàng,Đà Nẵng,,,,14/01/2022
08/01/2022,22010890MKK8EV,195243606888,NIKE MERCURIAL VAPOR 14 ACADEMY TF - CV0978-474 - XANH DƯƠNG ĐẬM,40,1,1890000,Th51,Thanh toán khi nhận hàng,Đồng Tháp,,,,14/01/2022
08/01/2022,22010890MKK8EV,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,Th51,Thanh toán khi nhận hàng,Đồng Tháp,,,,14/01/2022
08/01/2022,22010890MKK8EV,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,Th51,Thanh toán khi nhận hàng,Đồng Tháp,,,,14/01/2022
08/01/2022,220108A79YWF76,4550234819627,MIZUNO MORELIA NEO III PRO AS TF - P1GD218403 - BẠC,42.5,1,3050000,nguyenbaanhdung123,Thanh toán khi nhận hàng,Hà Nội,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
08/01/2022,220108A7TP02VD,195237019618,NIKE TIEMPO LEGEND 9 ACADEMY TF - DA1191-176 - TRẮNG/ĐỎ/VÀNG,42,1,1890000,lycaohieu,Tài khoản ngân hàng đã liên kết Ví ShopeePay,An Giang,,,,14/01/2022
09/01/2022,220109ANTM5KRT,195237070565,NIKE MERCURIAL VAPOR 14 ACADEMY TF - CV0978-760 - VÀNG NEON,41,1,1890000,dmp_hcm,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
09/01/2022,220109AP3GY1SB,194956609186,NIKE MERCURIAL SUPERFLY 8 ACADEMY TF - CV0953-403 - XANH NGỌC,41,1,2150000,dmp_hcm,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/01/2022
09/01/2022,220109AP3GY1SB,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,dmp_hcm,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/01/2022
09/01/2022,220109AP3GY1SB,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,dmp_hcm,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/01/2022
09/01/2022,220109BH66SB22,195243606895,NIKE MERCURIAL VAPOR 14 ACADEMY TF - CV0978-474 - XANH DƯƠNG ĐẬM,40.5,1,1890000,duyoangle,Thanh toán khi nhận hàng,Cần Thơ,,,,14/01/2022
09/01/2022,220109BW21A206,1032530434,BÓNG ĐÁ ĐỘNG LỰC FUTSAL TIÊU CHUẨN FIFA PRO FS2.127 GALAXY,4,1,790000,phuty2012,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
09/01/2022,220109BY9RQB4R,0220233000003,ÁO KHOÁC NỈ ĐỘI TUYỂN VIỆT NAM 2021 - 022-023 - ĐỎ,L,1,1350000,thangtran318,Thanh toán khi nhận hàng,Tuyên Quang,Hủy bởi người mua,Lý do khác,,
09/01/2022,220109C69HDSEM,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,90000,xxhva6hm11,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,11/01/2022
09/01/2022,220109CK4XEEJ4,194956609209,NIKE MERCURIAL SUPERFLY 8 ACADEMY TF - CV0953-403 - XANH NGỌC,42.5,1,2150000,hadat1606,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
09/01/2022,220109CK74AE68,195243341864,NIKE REACT PHANTOM GT2 PRO TF - DM0735-003 - XANH LÁ/ĐEN,41,1,2490000,doanhnguyen_202,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Ninh Bình,,,,17/01/2022
09/01/2022,220109CK74AE68,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,doanhnguyen_202,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Ninh Bình,,,,17/01/2022
09/01/2022,220109CK74AE68,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,doanhnguyen_202,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Ninh Bình,,,,17/01/2022
10/01/2022,220110E3BH2MKX,4062062605186,BÓNG ADIDAS TIRO LEAGUE TB - FS0376 - TRẮNG/XANH,SIZE 5,1,490000,8w2277fjxx,Thanh toán khi nhận hàng,Hà Nội,,,,18/01/2022
11/01/2022,220111G06T5JMS,4589527206110,VỚ NGẮN ACTIVITAL FOOT SUPPORTER CLASSIC – GSM01-WH - TRẮNG,L-LL [26.0cm-29.0cm],1,310000,ptkhuong21,Thanh toán khi nhận hàng,Long An,Hủy bởi người mua,Lý do khác,,
11/01/2022,220111GE2UJCVV,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,90000,ds2362022,Thanh toán khi nhận hàng,Quảng Bình,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
11/01/2022,220111GPYSNX1U,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,90000,nhox27tuoi,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,17/01/2022
11/01/2022,220111GQ5MD7PE,4062062605186,BÓNG ADIDAS TIRO LEAGUE TB - FS0376 - TRẮNG/XANH,SIZE 5,1,490000,Lg58,Thanh toán khi nhận hàng,An Giang,,,,14/01/2022
11/01/2022,220111H32C39T1,195237072965,NIKE ZOOM MERCURIAL VAPOR 14 PRO TF - CV1001-760 - VÀNG NEON,39,1,2650000,chuoimk,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Hủy bởi người mua,Thủ tục thanh toán quá rắc rối,,
11/01/2022,220111H32C39T1,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,chuoimk,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Hủy bởi người mua,Thủ tục thanh toán quá rắc rối,,
11/01/2022,220111H32C39T1,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,chuoimk,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Hủy bởi người mua,Thủ tục thanh toán quá rắc rối,,
11/01/2022,220111HE9D0GE9,9998641153340,JOMA SUPER FLEX 2102 - TRẮNG,43,1,1550000,kuti04052000,Thanh toán khi nhận hàng,Phú Yên,,,,16/01/2022
11/01/2022,220111HE9D0GE9,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,kuti04052000,Thanh toán khi nhận hàng,Phú Yên,,,,16/01/2022
11/01/2022,220111HE9D0GE9,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,kuti04052000,Thanh toán khi nhận hàng,Phú Yên,,,,16/01/2022
11/01/2022,220111HMNUNFHY,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,2,30000,thoninh550,Thanh toán khi nhận hàng,Đồng Nai,,,,15/01/2022
11/01/2022,220111HMNUNFHY,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,2,90000,thoninh550,Thanh toán khi nhận hàng,Đồng Nai,,,,15/01/2022
12/01/2022,220112KDTDTME1,8717154536119,BĂNG VẢI THỂ THAO STARBALM – 2.5cm x 10m,2.5CM x 10CM,1,90000,thanhgp9029,Thanh toán khi nhận hàng,Lâm Đồng,,,,20/01/2022
12/01/2022,220112KE873DXW,194494154636,NIKE JR. MERCURIAL SUPERFLY 7 ACADEMY TF - AT8143-801 - VÀNG/ĐEN,35.5,1,1450000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
12/01/2022,220112KEY1CECB,4062053454885,ADIDAS PREDATOR 20.3 TF JR - EF1950 - ĐỎ / ĐEN,38,1,1250000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KEY1CECB,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KEY1CECB,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KF9J8B54,8934622010012,BÓNG ĐỘNG LỰC FUTSAL FUS2.76 - TRẮNG/XANH,4,1,430000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KFHSR11J,8934622010012,BÓNG ĐỘNG LỰC FUTSAL FUS2.76 - TRẮNG/XANH,4,1,430000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KFHSR11J,4062053454885,ADIDAS PREDATOR 20.3 TF JR - EF1950 - ĐỎ / ĐEN,38,1,1250000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KFMF2XJ1,8934622010012,BÓNG ĐỘNG LỰC FUTSAL FUS2.76 - TRẮNG/XANH,4,1,430000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KFMF2XJ1,4062053454885,ADIDAS PREDATOR 20.3 TF JR - EF1950 - ĐỎ / ĐEN,38,1,1250000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KFMF2XJ1,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KFMF2XJ1,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KRGGTMJN,8934622010012,BÓNG ĐỘNG LỰC FUTSAL FUS2.76 - TRẮNG/XANH,4,1,430000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KRGGTMJN,4062053454885,ADIDAS PREDATOR 20.3 TF JR - EF1950 - ĐỎ / ĐEN,38,1,1250000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KRGGTMJN,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112KRGGTMJN,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
12/01/2022,220112MCP65HPB,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,1,26668,lenhattiinh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,14/01/2022
12/01/2022,220112MCP65HPB,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,26666,lenhattiinh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,14/01/2022
12/01/2022,220112MCP65HPB,VOTHF-4,VỚ ĐÁ BÓNG THF,Đen viền trắng,1,26666,lenhattiinh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,14/01/2022
12/01/2022,220113MG2DSRSJ,8717154536676,GEL LÀM LẠNH 25ML STARBALM – XANH,25ml,1,50000,duongbui1511,Thanh toán khi nhận hàng,Thanh Hóa,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
12/01/2022,220113MG4GGX49,8717154533200,CHAI XỊT LẠNH 150ML STARBALM – XANH,150 ML,1,220000,duongbui1511,Thanh toán khi nhận hàng,Thanh Hóa,,,,16/01/2022
12/01/2022,220113MG6VSBGX,8717154533194,GEL LÀM LẠNH 100ML STARBALM – XANH,100 ML,1,170000,duongbui1511,Thanh toán khi nhận hàng,Thanh Hóa,,,,16/01/2022
12/01/2022,220113MGEUG1V1,8717154532463,CHAI XỊT NÓNG 150ML STARBALM – ĐỎ,150 ML,1,220000,duongbui1511,Thanh toán khi nhận hàng,Thanh Hóa,,,,17/01/2022
13/01/2022,220113NHKDTTU0,VOTHF-3,VỚ ĐÁ BÓNG THF,Trắng viền đen,1,30000,Tg62,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
13/01/2022,220113NNUDHD59,4550234819627,MIZUNO MORELIA NEO III PRO AS TF - P1GD218403 - BẠC,42.5,1,3050000,duongbui1511,Thanh toán khi nhận hàng,Thanh Hóa,,,,16/01/2022
13/01/2022,220113NPVW831R,3731013000000,BẢO VỆ ỐNG ĐỒNG - 373-103 - ĐỎ,,1,145000,Hh66,Thanh toán khi nhận hàng,Ninh Bình,,,,18/01/2022
13/01/2022,220113NUN3YH6Q,195243607816,NIKE MERCURIAL ZOOM VAPOR 14 PRO TF - CV1001-574 - XANH TÍM DẠ QUANG,38.5,1,2690000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
13/01/2022,220113NUN3YH6Q,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
13/01/2022,220113NUN3YH6Q,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
13/01/2022,220113NWCXDMSN,195243607809,NIKE MERCURIAL ZOOM VAPOR 14 PRO TF - CV1001-574 - XANH TÍM DẠ QUANG,38,1,2690000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
13/01/2022,220113NWCXDMSN,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
13/01/2022,220113NWCXDMSN,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
13/01/2022,220113PB5ED5K8,4550234819597,MIZUNO MORELIA NEO III PRO AS TF - P1GD218403 - BẠC,40.5,1,3050000,LK48,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,16/01/2022
13/01/2022,220113PEWTAXGX,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,3,26666.67,minhbtruong,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/01/2022
13/01/2022,220113PN0M9AYV,4064037942890,ADIDAS X GHOSTED.3 TF 2020 - FY7295 - XÁM/ĐỎ,44,1,1690000,Hm06,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,16/01/2022
13/01/2022,220113PWSCYEN0,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,90000,Ci06,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,19/01/2022
15/01/2022,220115SKJJMH16,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,3,26666.67,luonquochuy,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Đắk Lắk,,,,24/01/2022
15/01/2022,220115SKJJMH16,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,1,30000,luonquochuy,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Đắk Lắk,,,,24/01/2022
15/01/2022,220115TFH35YWR,4589527206103,VỚ ACTIVITAL FOOT SUPPORTER CLASSIC - GSM01-BL - ĐEN,L-LL [26.0cm-29.0cm],1,310000,jd21aoas3s,Thanh toán khi nhận hàng,Bắc Giang,Hủy bởi người mua,Lý do khác,,
15/01/2022,220115THA0VCPK,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,1,30000,vlnmpt4crp,Thanh toán khi nhận hàng,Bình Thuận,,,,19/01/2022
15/01/2022,220115TP0NES2W,8424309304874,JOMA CANCHA 2109 - VÀNG CHANH,41,1,1550000,LK48,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,18/01/2022
15/01/2022,220115U01RUUAJ,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng trơn,1,26668,lenhattiinh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
15/01/2022,220115U01RUUAJ,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,26666,lenhattiinh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
15/01/2022,220115U01RUUAJ,VOTHF-4,VỚ ĐÁ BÓNG THF,Đen viền trắng,1,26666,lenhattiinh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
15/01/2022,220115UDE0MNXM,4573103657830,VỚ DÀI ACTIVITAL FOOT SUPPORTER DOUBLE XX - GSM05-BK - ĐEN (BẢN CẢI TIẾN),L [27CM-29cm],1,420000,jd21aoas3s,Thanh toán khi nhận hàng,Bắc Giang,,,,19/01/2022
15/01/2022,220115UJQEMG8X,2000000005515,KAMITO CỎ NHÂN TẠO TA11-AS - F21004 - ĐEN/VÀNG,44,1,690000,tuandz25,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,21/01/2022
15/01/2022,220115UTEF9KK9,8717154536133,BĂNG VẢI THỂ THAO STARBALM – 3.8cm x 5m,3.8CMx5M,1,80000,minhquy712,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,21/01/2022
16/01/2022,22011609NK9V37,195237090778,NIKE MERCURIAL SUPERFLY 8 CR7 ACADEMY TF - DJ4683-600 - TRẮNG/ĐỎ,40,1,2190000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
16/01/2022,22011609NK9V37,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
16/01/2022,22011609NK9V37,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
16/01/2022,2201160AFX9XRE,195237090754,NIKE MERCURIAL SUPERFLY 8 CR7 ACADEMY TF - DJ4683-600 - TRẮNG/ĐỎ,38.5,1,2150000,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
16/01/2022,2201160AFX9XRE,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen trơn,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
16/01/2022,2201160AFX9XRE,Baloden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu đen,1,0,vioanh1908,Thanh toán khi nhận hàng,Sơn La,Hủy bởi người mua,Lý do khác,,
16/01/2022,2201160UF1PJTK,4062062605186,BÓNG ADIDAS TIRO LEAGUE TB - FS0376 - TRẮNG/XANH,SIZE 5,1,490000,dungk43c,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Bắc Giang,,,,22/01/2022
